ordinal	postdate	pid	content_length	source_url	preview
356	2026-01-22 15:36	855467162	126	https://bbs.nga.cn/read.php?pid=855467162&opt=128	Reply[/pid] Post by gamebbx001 (2026-01-22 15:34): 请教一个问题狼大 假如一个票到达了预期的价位和目标估值，你会直接撤么，还是留利润奔跑 这个价位是我根据企业的利润啊订单之类毛估的，也看了一些研报 吃到自己确定性的利润就行了 实在想刮彩票的就留一点 然后设置好破5日丢。反正一定不能把挣大钱的票拿到亏本。这是我自己第一条铁律
357	2026-01-23 09:00	855549512	257	https://bbs.nga.cn/read.php?pid=855549512&opt=128	Reply[/pid] Post by Halcyonn (2026-01-23 08:53): 300、500和1000多单占优，50空单占优，整体来看空单较昨日减少3459，波动比昨天小了一些；昨天期货多空单的变化和20日的很像，那走势应该会和21日的相似，当然要看开盘情况黄白线以及量能；此外两融数据有流入40亿，没啥问题； 我用上证50IH2603 中证1000 IM2603看的 1000是是多单减得多一点噢 不是多单空单比 是多单的增减幅度 和 空单的增减幅度比 50
358	2026-01-23 09:05	855550111	107	https://bbs.nga.cn/read.php?pid=855550111&opt=128	Reply to Reply[/pid] Post by 清浅流月 (2026-01-23 09:02) 看前面 我刚说了这个应该怎么用，不是当日空单和多单相比 是和多空前一日的增减对比
359	2026-01-23 09:08	855550568	50	https://bbs.nga.cn/read.php?pid=855550568&opt=128	继大盘17连阳后，A50可能出九阴真经。。。。 GJD真会玩
360	2026-01-23 09:13	855551366	164	https://bbs.nga.cn/read.php?pid=855551366&opt=128	Reply[/pid] Post by hellousagi (2026-01-23 09:10): 狼老师 请问和“前一天变化的差距百分比”达到多少，能算增减幅度大？ 前面有一天 中证1000 多单加了4% 空单加了不到1% 而且是当日大跌的情况 那第二天就是大概率黄线在上 那第二天开盘只用判断量能 缩量上冲是不是可以比平时快15分钟判断可以做正T？
361	2026-01-23 09:14	855551414	11	https://bbs.nga.cn/read.php?pid=855551414&opt=128	Reply[/pid] Post by Halcyonn (2026-01-23 09:12): 狼大，关于每天多空对比，我一般都是把各个合约加在一起来看，但是你好像是重点看2603的变化，是因为这个变化是合约里面变化最大的，所以重点来看吗。 交易大
362	2026-01-23 09:14	855551477	33	https://bbs.nga.cn/read.php?pid=855551477&opt=128	Reply[/pid] Post by 下半生自我救赎 (2026-01-23 09:11): 那个...机构赚的钱国家收税吗？好奇 现在鼓励金融，税收用别的方向
363	2026-01-23 14:57	855601482	21	https://bbs.nga.cn/read.php?pid=855601482&opt=128	Reply[/pid] Post by kaiserDu (2026-01-23 14:48): 没放量，缩量上涨，目前看短期调整+下跌中继 哪个位面在缩量？
364	2026-01-23 15:02	855602094	85	https://bbs.nga.cn/read.php?pid=855602094&opt=128	Reply[/pid] Post by 鱼饵啊啊 (2026-01-23 14:59): 狼大你来了！！！！我给他们按摩一天了，好累啊！！ 不太想被太基础的无效回复干扰我挣钱。目前还不想收割你们 没有那个兴趣给你们情绪价值
365	2026-01-23 15:09	855603132	358	https://bbs.nga.cn/read.php?pid=855603132&opt=128	Reply[/pid] Post by Halcyonn (2026-01-23 15:04): 狼大，我中午回去根据增减幅比看了一下，重点看交易量大的03合约，这样看下来50略微多单增加的多些(多优)，300多单增加很多(多优)，500多单减少&空单增加(空优)，1000多单减的多(空优)； 因为整体空单减少，所以今天是高开预期；50代表白线，1000代表黄线，两个股指多空变化不是很大，所以黄白线差距不大，所以要开盘看方向选择吗？那狼大300和500也是一个白线一个黄线 看
366	2026-01-23 15:23	855605131	51	https://bbs.nga.cn/read.php?pid=855605131&opt=128	Reply[/pid] Post by kaiserDu (2026-01-23 15:19): 持仓中微ETF持续大幅流出，股价背离，358.67支撑，下周跌破，调整不还是得延长么 哪有人看这个来判断市场的？我炒股十余内未曾听闻
367	2026-01-23 15:29	855605893	145	https://bbs.nga.cn/read.php?pid=855605893&opt=128	Reply[/pid] Post by letuswowing (2026-01-23 15:26): 狼大虽然很烦了 但还是没忘了再教我们 泪目！ 想学习提升的 问得正常的 我有空会分享，但肯定不是盘中 不想的 乱搞的 我懒得理 不懂技术的甚至不知道为什么指数到4141就被砸 根本不能理解为什么是这个数字
368	2026-01-23 15:31	855606186	193	https://bbs.nga.cn/read.php?pid=855606186&opt=128	这周GJD压盘除了压一下市场上的极端挑战规则的疯狂情绪外 根本没有过度打压 压盘的根本目的是不让两融过快增长，上一次单日300多E净流入不能再出现。这个才是重点，你们可能不知道15年牛市是怎么没的。我还记得
369	2026-01-23 15:35	855606727	220	https://bbs.nga.cn/read.php?pid=855606727&opt=128	Reply[/pid] Post by kaiserDu (2026-01-23 15:31): 狼大，我比较看中龙头扩散效应，大盘今天最高4143，我觉得算是反弹，快接近尾声了，但反弹目标距离强弱位还是差一些 题材龙头扩散在航天和AI应用 他们今天弱了 这不是自救成功？周末不续杯下周还能继续 趋势龙头扩散在大科技 我也没觉得弱在哪 涨价概念的金属化工也没死 整个市场除了GJD在摁 我压根没觉得哪个地方是大级别趋势尾声 总得有个迹象吧 纯靠臆测？
370	2026-01-23 15:38	855606987	241	https://bbs.nga.cn/read.php?pid=855606987&opt=128	Reply[/pid] Post by 焦糖奶昔 (2026-01-23 15:30): 碳酸锂我不懂的，大哥说今年Q1就有行情，我那时候就认错买回来了，但也只拿着正股&#160; 基本面没咋管，主要是算了下账， 相比有些有色，连中矿都不算贵 碳酸锂我个人觉得 就是那几个锂矿公司自己开多弄上去的 死也要上20W，为什么呢，因为宁德不给他们涨价，哪怕天齐撕破脸出文都不行。那就把期货超高，高到20W再不给涨价 那就真的鱼死网破了，不过对于锂矿公司来说，总好过现在被小刀喇肉，至少反
371	2026-01-23 15:42	855607548	198	https://bbs.nga.cn/read.php?pid=855607548&opt=128	Reply[/pid] Post by 清浅流月 (2026-01-23 15:39): 狼大，我看了30，60和120分钟k线。这个4141我猜测和1月14号下午开始砸指数有关。4141是第一次砸完后反抽的高点，算是个小压力位么 对啊 就是那天砸完的最后一个反抽点，这不是明牌的？向上冲必须要市场自发拉科技和金融，不然上面那批人靠什么解套？他们也不买上证50啊 GJD用上证50拉上去这些只会卖 不会加仓的。所以必须是市场自发的自己突破
372	2026-01-23 15:44	855607798	191	https://bbs.nga.cn/read.php?pid=855607798&opt=128	Reply[/pid] Post by 极地丶之光 (2026-01-23 15:39): 两融快速增长就是想玩一波流嘛，最起码国内的投机情绪是最浓厚的，这一套成功率会有人很高(图哥就是其中高手)。但是我想问一下狼大，随着股市继续往上走，两融肯定会增长的，这种情况下gjd会一直打压吗，包括提高保证金这些的，另外美股有没有这种问题。 两融可以增长啊 下一个节点在3.2WE 这不是还远着么，但是不能快速增加 而且全部往目前没有业绩的题材里面涌，GJD是真怕新进资金死掉啊 你今天加
373	2026-01-26 10:01	855877129	29	https://bbs.nga.cn/read.php?pid=855877129&opt=128	回补了之前卖的半导体ETF的一半
374	2026-01-26 11:21	855889336	62	https://bbs.nga.cn/read.php?pid=855889336&opt=128	光伏这波是太空算力宏大叙事，和基本面没有关系，和反内卷也没关系
375	2026-01-26 11:35	855891437	37	https://bbs.nga.cn/read.php?pid=855891437&opt=128	Reply[/pid] Post by zippo578 (2026-01-26 11:31): 周末刷视频 刷到好多老哥赌上全部家当做空白银 应该是没了 最近比较有机会的是我为祖国献石油
376	2026-01-26 11:41	855892437	17	https://bbs.nga.cn/read.php?pid=855892437&opt=128	Reply[/pid] Post by 非飞飞 (2026-01-26 11:40): 看上油运了？ 我的已经板了
377	2026-01-26 11:55	855894544	64	https://bbs.nga.cn/read.php?pid=855894544&opt=128	Reply[/pid] Post by Doh丶 (2026-01-26 11:51): 川子调两个舰队过去不可能不动手的，应该跟上次那样搞空袭 我现在期货股票一起做 3个逻辑 伊朗 拉高价钱卖委内瑞拉的油 金油比
378	2026-01-26 12:10	855896467	31	https://bbs.nga.cn/read.php?pid=855896467&opt=128	Reply[/pid] Post by 真伪善者查尔斯 (2026-01-26 12:00): 最近腾讯开始元宝的新年红包撒币行为了 狼大 ，AI软这边是不是在后续会有一波爆发 不去 那边资金太杂 没有确定性
379	2026-01-26 13:08	855903150	57	https://bbs.nga.cn/read.php?pid=855903150&opt=128	Reply[/pid] Post by 笔下山河 (2026-01-26 13:06): 狼大在和顺吗？ [图片: ./mon_202601/26/jmQkty-beooK6T1kS90-1i.jpg] 进来就是对手盘
380	2026-01-26 13:52	855907915	8	https://bbs.nga.cn/read.php?pid=855907915&opt=128	中漫也板了
381	2026-01-26 13:58	855908577	70	https://bbs.nga.cn/read.php?pid=855908577&opt=128	Reply[/pid] Post by jimddr (2026-01-26 13:56): 连续两个交易日，累计第八次进攻4141点位。。 指数没动，钱没了 为啥连续8次进攻4141不过？你说一下 我考考你 就说现象就行了 不过说逻辑
382	2026-01-26 14:00	855908807	31	https://bbs.nga.cn/read.php?pid=855908807&opt=128	Reply[/pid] Post by 丶执念。 (2026-01-26 13:59): 因为科技还是没有自发的共振证券吧，靠题材是上不去的 除了这个呢 一个很明显的现象
383	2026-01-26 14:03	855909287	93	https://bbs.nga.cn/read.php?pid=855909287&opt=128	Reply[/pid] Post by 吃鱼的喵喵的猫猫 (2026-01-26 14:01): 沪深300的大手？ 对啊 那几个指数ETF啊 那很简单，在这个市场里面，GJD说不让涨，然后你让机构 柚子 散户能做突破吗
384	2026-01-26 14:05	855909463	105	https://bbs.nga.cn/read.php?pid=855909463&opt=128	所以我就很奇怪你们一点 GJD说不让涨，好 你们不服 硬要满仓 满仓了就要涨。 这不合理啊 这都不是不合理了 简直无理取闹
385	2026-01-26 14:06	855909594	74	https://bbs.nga.cn/read.php?pid=855909594&opt=128	Reply[/pid] Post by Doh丶 (2026-01-26 14:04): 图哥跟梦老师都以为今天300不会砸，然而还是来了，那只能继续磨了 现在又不是空仓 当哪一天全天都没砸宽鸡ETF 那才是结束，而不是开盘就进去赌
386	2026-01-26 14:10	855910097	146	https://bbs.nga.cn/read.php?pid=855910097&opt=128	Reply[/pid] Post by 方块圆圈一起按 (2026-01-26 14:05): 险资接完这么多货，然后就要选择向下？那险资不成sb了吗。如果向下为什么不让险资在大跌的时候买，我也搞不懂 对啊 所以这不是也没跌么 而且还优化了持仓，GJD给险资这个过程抛弃了很多老登，这优化我觉得很好啊 不然怎么奠定基础。 至于抛弃什么 看上证50方向就懂了。
387	2026-01-26 14:13	855910442	54	https://bbs.nga.cn/read.php?pid=855910442&opt=128	Reply[/pid] Post by 两极反转我要成功 (2026-01-26 14:09): 大盘突破必须金融+科技发力，今天金融发力了，科技没动，所以不让上去， 对 突破肯定是金融+科技 少一个就不是突破 这是历史经验
388	2026-01-26 14:19	855911210	47	https://bbs.nga.cn/read.php?pid=855911210&opt=128	Reply[/pid] Post by 大建荒文 (2026-01-26 14:18): 今天市场上有传因为降温，两长IPO要延后，导致半导体材料设备大跌。我侧面了解了下，长鑫可能是要晚几天，但是和降温没关系，本身是材料有点问题吧，本来合肥方面是比较乐观积极，觉得1月底要上的，现在看可能要到春节后了。而长存那边马上要辅导，本来是计划7月公司成立10周年的，按这个进度准备的，ke创半导体设备 跌得有点冤枉，补了缺口了，尾磐可能有人要捞，供参考 。。。今天所有科技都在跌 跟什么消
389	2026-01-26 14:23	855911712	107	https://bbs.nga.cn/read.php?pid=855911712&opt=128	Reply[/pid] Post by laichun0 (2026-01-26 14:21): 狼大，基本上很固定沪深300这几天都是3-5次/天，然后大体上是按照15分钟这个规律开始卖出，还在学习为什么要按照15分钟。。。 大盘短线就是看15分钟线 日内看大盘分时量和短线操作的依据就是15分钟线和轨道 不然你看日线操作那不很滞后了？
390	2026-01-26 14:26	855912019	122	https://bbs.nga.cn/read.php?pid=855912019&opt=128	Reply[/pid] Post by xiaomiwang1 (2026-01-26 14:22): 八次进攻都没有证券和主线大科技共振，所以根本就不是进攻，砸盘可以肯定是国家队，我只能认为这个地方国家队在给买盘压价格进货，毕竟买盘看起来无穷无尽，等买盘买够货了就不压了 嗯 等融资盘的净流入被控制到 买两天 卖一天 然后险资接好了底座，那就不用压了 而且他们还有大把现金，可以往155规划上继续加重了
391	2026-01-26 14:29	855912499	149	https://bbs.nga.cn/read.php?pid=855912499&opt=128	Reply[/pid] Post by Alexianme (2026-01-26 14:26): 普跌怕啥，我反正一月以来一直满仓躺平，相信相信的力量 对 不要悲观 至少指数没破位没有悲观的理由，现在就是要么相信相信的力量，要么就是持仓等轮动。 我反正不悲观，但是我这里绝对不敢横跳，需要非常谨慎对待。
392	2026-01-26 14:32	855912870	172	https://bbs.nga.cn/read.php?pid=855912870&opt=128	这里什么是亏损最大化，就是早上不断下跌的过程中不断切换股票，吃完这个跌幅割掉后吃那个 最后把今天的操作空间用完，最后反弹的时候发现弹的不是自己最后切的方向。 那就死定了 看我的口型 死定了
393	2026-01-26 14:39	855913836	36	https://bbs.nga.cn/read.php?pid=855913836&opt=128	Reply[/pid] Post by 小达达恶魔 (2026-01-26 14:36): 心情好的狼大可以再提问下吗 看上证50 发现在买保险 也就是他们在买自己的公司 还买了石油和煤炭 因为是红利股 也就是可以长期持有的基石是不是？ 问题是，有色算高了，他们会砸然后继续买他们的保险吗？ 没有色相关，就是看不懂这层倒腾的逻辑。 今天吗?今天只是因为跌多了而已。
394	2026-01-26 14:51	855915485	84	https://bbs.nga.cn/read.php?pid=855915485&opt=128	其实我觉得 压盘力度已经急速降低了，下午缩量还是很明显的。应该没多久就可以选择方向了。
395	2026-01-26 15:04	855917269	21	https://bbs.nga.cn/read.php?pid=855917269&opt=128	Reply[/pid] Post by 11145800666a (2026-01-26 15:00): 狼大说完10分钟砸了50亿成交量出来。。 那就证明明天还有
396	2026-01-27 10:08	856000007	26	https://bbs.nga.cn/read.php?pid=856000007&opt=128	T出昨天抄底半导体ETF的一半
397	2026-01-27 10:15	856001039	75	https://bbs.nga.cn/read.php?pid=856001039&opt=128	半导体超过了昨天的开盘价 ，昨天抄底剩下的一半当加仓。 做T很难么 这不就进场了？
398	2026-01-27 10:17	856001291	78	https://bbs.nga.cn/read.php?pid=856001291&opt=128	所以有时候我也蛮佩服你们的 不学 不看 没体系 随意操作 想加就加 恐慌就卖 这样也能挣钱？
399	2026-01-27 10:19	856001666	17	https://bbs.nga.cn/read.php?pid=856001666&opt=128	Reply[/pid] Post by 马卡多拉贡 (2026-01-27 10:18): 学会了 真的学会了？
400	2026-01-27 10:20	856001741	21	https://bbs.nga.cn/read.php?pid=856001741&opt=128	Reply[/pid] Post by 叶嘿hei (2026-01-27 10:19): 和大佬同步了，昨天抄底半导体，今天直接卖出一半，增加了持仓但是也增加了利润，这样才能更拿的住 你这个理解就对了
401	2026-01-27 10:21	856001839	45	https://bbs.nga.cn/read.php?pid=856001839&opt=128	Reply[/pid] Post by 躺平任嘲 (2026-01-27 10:19): 狼大咨询个太空算力这边的问题，有T去光伏设备审厂的消息，您这边有没有按照JJR这种模式来再做一轮看看的想法呢，毕竟前几年也做过很多算是对这边的票比较熟悉吧 宏大叙事 ，短期按题材炒作 我现在主要看业绩
402	2026-01-27 10:23	856002248	55	https://bbs.nga.cn/read.php?pid=856002248&opt=128	Reply[/pid] Post by 大地母亲忽悠着你你 (2026-01-27 10:21): 天孚通信9个点了 ai硬是不是回来了？ 只能说这里有抄底的性价比 AI硬这块 ，至少不能这里割肉
403	2026-01-27 10:28	856002987	60	https://bbs.nga.cn/read.php?pid=856002987&opt=128	我这种不算是盘中指导操作啊，我重申一次 我只是自己的操作分享。
404	2026-01-27 10:34	856003902	51	https://bbs.nga.cn/read.php?pid=856003902&opt=128	Reply[/pid] Post by sujac0102 (2026-01-27 10:33): ai硬跌的够多了 是不是散户少好拉伸？ 就是跌太多了 市场不好的时候钱会往阻力最小的地方
405	2026-01-27 10:37	856004361	104	https://bbs.nga.cn/read.php?pid=856004361&opt=128	Reply[/pid] Post by 马卡多拉贡 (2026-01-27 10:31): 昨天是到了15号阳线上沿横着稳住了，今天会有一个修复的预期。我就在日均线下挂了一笔。收盘看到买进来了。 今天大盘缩量，和大盘同步反抽。所以看15分boll，到了上沿t出，不贪。 如果更精细化就看1分钟，什么时候有个大阴线就t出。 不知道上面说的对不对。 我都不懂你看的是什么 ETF的操作看ETF本身？那你别炒股了 真的 赶紧销户走人 ETF肯定是看持仓权重核心和风向啊
406	2026-01-27 10:39	856004675	27	https://bbs.nga.cn/read.php?pid=856004675&opt=128	Reply[/pid] Post by Doh丶 (2026-01-27 10:35): 想了下，今天图哥应该会骑脸 并不会 他只想着拉高减仓
407	2026-01-27 10:46	856005794	258	https://bbs.nga.cn/read.php?pid=856005794&opt=128	我个人呢 对大家还是有个建议 在GJD没停手之前，我估计春节前都不会有太大行情，这个从这几天两融降温可以看出来 这是好事 所以这段时间仓位尽量控制收盘60%-70%。 持仓方向不变，跌多了 买一点 上去了 卖一点 不激进 不追高，平稳度过大手管控期 一旦选择方向向上突破，全手摁进去。就这样
408	2026-01-27 10:56	856007428	69	https://bbs.nga.cn/read.php?pid=856007428&opt=128	Reply[/pid] Post by zippo578 (2026-01-27 10:53): 300和50其实没啥大事 主要是500和1000 上周是300和50出货多 这周直接反过来了 300和50货应该没多少了 科创50甚至都没了 剩下还有500 1000 2000的都还有
409	2026-01-27 10:58	856007801	95	https://bbs.nga.cn/read.php?pid=856007801&opt=128	Reply[/pid] Post by 墨迹格 (2026-01-27 10:56): 这次摸到4141又下来了，但是我看银行什么的反而在顶，难道是市场被gjd训成巴普洛夫的狗了？到4141自己就会砸？ 已经说了啊 50和300筹码不多了 但是500 1000还有 市场不会自己在这个位置砸的 没那么精准 但是大手可以
410	2026-01-27 11:00	856008128	51	https://bbs.nga.cn/read.php?pid=856008128&opt=128	下跌家数 4000+ 你们嚎啊 为什么不嚎啊 你们不嚎我不习惯啊
411	2026-01-27 11:04	856008634	154	https://bbs.nga.cn/read.php?pid=856008634&opt=128	Reply[/pid] Post by 极地丶之光 (2026-01-27 11:02): 狼大，连续砸了这么多天，迟早有一天会有资金卖出引起连锁反应的吧，如果一直不让涨的话年前大盘大概率会有一次风险啊。 不排除这个可能 所以控制仓位。不然我早都摁完进去了 但是趋势不破不看空，反正大手也在兜底。GJD他们现在除了还债还有很多现金 想买什么买什么 不怕系统性风险出现
412	2026-01-27 11:07	856009266	55	https://bbs.nga.cn/read.php?pid=856009266&opt=128	Reply[/pid] Post by kallenffs (2026-01-27 11:06): 嚎不动了，大哥，该怎么办呢。。。连亏2天了。 黄线连跌 亏是正常的 我不是正常的。 你要接受你是正常的
413	2026-01-27 11:12	856010021	76	https://bbs.nga.cn/read.php?pid=856010021&opt=128	Reply[/pid] Post by jimddr (2026-01-27 11:11): 从今天的第二波的砸盘力度看，应该是差不多了，就看下午能不能稳住。 放心 指数下不去 问题是什么时候不压而已。或者GJD随便买一点 整个市场就上去了
414	2026-01-27 11:14	856010241	99	https://bbs.nga.cn/read.php?pid=856010241&opt=128	Reply[/pid] Post by 动感小怪兽1 (2026-01-27 11:12): 170比516走的更好一丢丢就是因为科创50砸光了嘛 因为前道比后道(除了先进封装)外要好一点，也就是开始炒前道了，前道大部分688 所以170会好那么一点。
415	2026-01-27 11:19	856011197	109	https://bbs.nga.cn/read.php?pid=856011197&opt=128	Reply[/pid] Post by laichun0 (2026-01-27 11:15): 但是总体下来 这两个幅度基本没什么区别，差别很小 是这么回事 但是不是为了照顾你们情绪么 不然看到涨幅比别的小 甚至都不看外面下跌4000家就说自己的弱 这种人很多的
416	2026-01-27 11:23	856011720	115	https://bbs.nga.cn/read.php?pid=856011720&opt=128	Reply[/pid] Post by 紫幻→星辰 (2026-01-27 11:20): 一个点为啥要嚎 我也不知道啊 我减仓 他们加满仓 我抄底 他们割肉 前两天的帖子有这种人 我哪里懂为什么他们头那么硬 反正事实证明目前是我对
417	2026-01-27 11:56	856016667	57	https://bbs.nga.cn/read.php?pid=856016667&opt=128	Reply[/pid] Post by 乌迪内斯国际 (2026-01-27 11:46): 狼大哥，锂矿股买了三四个月了，期货一个月前就上去了基本没跟，是不是说明机构还是觉得锂是纯炒作斗不过宁德啊求教一下非常感谢 先要期货分胜负，股票才能被迫补涨 参考贵金属期货和股票
418	2026-01-27 12:06	856018035	47	https://bbs.nga.cn/read.php?pid=856018035&opt=128	Reply[/pid] Post by xiaomiwang1 (2026-01-27 11:57): 嚎什么啊，看着4000多下跌自己红的咋嚎啊 你应该自豪 你抗住了这个市场的下跌。对 就是你
419	2026-01-27 12:12	856018774	61	https://bbs.nga.cn/read.php?pid=856018774&opt=128	Reply[/pid] Post by kaiserDu (2026-01-27 12:07): 上周我说短线ETF要调整，不还一堆人嘲讽我~他们根本不懂账户与账户的区别~40%盈利跟4%盈利的理解根本不一样，这几天跌幅吃进去，要么补仓，要么拿时间换空间，防御这个词人家压根不考虑 所以我不劝人 我只说我自己的操作 最后看谁对就行了 结果论对错
420	2026-01-27 14:01	856031218	61	https://bbs.nga.cn/read.php?pid=856031218&opt=128	Reply[/pid] Post by 弓长一捧 (2026-01-27 13:56): 封测拉起来的 [图片: ./mon_202601/27/jmQk7o-b476K6T1kS96-1d.jpg] 图哥看不起的封测 哎
421	2026-01-27 14:07	856031906	37	https://bbs.nga.cn/read.php?pid=856031906&opt=128	Reply[/pid] Post by 紫幻→星辰 (2026-01-27 14:06): 狼大，微盘请教下怎么看。。 26号调整了，我估计今天会调整于是减了一半的量化基金，但是我感觉这个好像调整已经过了，对于基金来说这种是不是不值得去短线买卖啊。 因为昨天卖，钱也要明天才到，补回来的时候可能位置更高了。 微盘只看个股 不看指数 因为量太大了
422	2026-01-27 14:10	856032338	81	https://bbs.nga.cn/read.php?pid=856032338&opt=128	Reply[/pid] Post by Foorv (2026-01-27 14:09): 去年跟图哥提过美股封测天天新高，我看图哥不感冒我也不敢上仓位 做不来超额的躺ETF也行了 大部分连2个点的波动都忍不住 这里行情说实话 目前没有突破
423	2026-01-27 14:12	856032533	39	https://bbs.nga.cn/read.php?pid=856032533&opt=128	Reply[/pid] Post by 紫幻→星辰 (2026-01-27 14:10): 所以只受宏观基本面影响以及水牛牛不牛的影响。 流动性没问题的情况下 我怎么感觉可以无脑冲。。 让我静静。。。 在这个市场无脑冲吗？ 我不理解 但尊重
424	2026-01-27 14:14	856032806	44	https://bbs.nga.cn/read.php?pid=856032806&opt=128	应该没多少筹码砸了 也不太需要了 两融控制住了。
425	2026-01-27 14:28	856034594	90	https://bbs.nga.cn/read.php?pid=856034594&opt=128	Reply[/pid] Post by 两极反转我要成功 (2026-01-27 14:19): 狼大 图哥又在蛐蛐你了 他懂个P 我这几天给了他几个票 都是拿完就板的 但是他看不起 他给我的那几个 买了先套10个点起步
426	2026-01-27 14:34	856035339	134	https://bbs.nga.cn/read.php?pid=856035339&opt=128	今天行情其实不怎么好的 你们预期降低一点 自己的收益能反包昨天亏损 甚至有一点赚就行了 重要的是控制仓位，万一明天上涨的这1000家不是你的方向呢
427	2026-01-27 14:39	856036104	65	https://bbs.nga.cn/read.php?pid=856036104&opt=128	Reply[/pid] Post by 极地丶之光 (2026-01-27 14:37): 狼大，按道理今天300这个精准点位砸盘已经不属于对倒了吧，看来gjd会持续压制盘面上涨，大盘调整的概率越来越高了 下面也有兜底，目前只能看不让涨，但是会不会大跌目前也没迹象。
428	2026-01-27 14:41	856036396	72	https://bbs.nga.cn/read.php?pid=856036396&opt=128	Reply[/pid] Post by gamebbx001 (2026-01-27 14:39): 总感觉鱼大在队里有人。。。 我都告诉你们了 我打电话问过了 就是4141 你们明知道我是吹牛P 但是没办法证伪
429	2026-01-27 14:55	856038492	186	https://bbs.nga.cn/read.php?pid=856038492&opt=128	Reply[/pid] Post by gamebbx001 (2026-01-27 14:52): 我跟着段永平重仓茅台的朋友心态有些不稳，我该怎么安慰他 你跟他说 白酒都跌到3040位置了 是全大A首个且目前唯一一个达成的板块 他应该高兴 而且茅台都不要求强制回款了，证明二级供货死得差不多了，等个反转吧 不过什么时候能等到就不懂了。下一个康波周期？
430	2026-01-27 15:01	856039391	219	https://bbs.nga.cn/read.php?pid=856039391&opt=128	Reply[/pid] Post by 大时代冲冲冲 (2026-01-27 14:57): 牛市尾部，总会轮到一波吧？27年过年的时候？ 不知道 只能说可能吧 但是没意义啊 白酒和地产是这一轮第一批被我枪毙的板块，目前看来只能说幸好大方向没错，但凡进一次都能套牢 所以没有扭转趋势我都不看 也不去预判，下跌趋势都没结束看他不就是浪费时间。买了不仅浪费时间 还浪费钱
431	2026-01-27 15:05	856039924	194	https://bbs.nga.cn/read.php?pid=856039924&opt=128	Reply[/pid] Post by Doh丶 (2026-01-27 15:01): 柯基怎么了，直接一字了？？ 这种没有基本面纯互联网炒作的庄股。。比家具那种庄股还恶劣 我就很不明白，市场上的机构都找不出他有什么产品或者供应链，怎么那几个吹票的人就能找到？还[del]很不经意的 偷偷的[/del] 告诉散户？ 真共同富裕？
432	2026-01-27 15:06	856040017	65	https://bbs.nga.cn/read.php?pid=856040017&opt=128	Reply[/pid] Post by 霹雳侠影藕片 (2026-01-27 15:04): 狼大 今天刷到李蓓的专访 她说强力看好房地产底部反转 说什么股价优先于房地产市场 这个人水平咋样 之前做药的，算是女的基金经理里面有两把刷子的 但是刷子的毛不多
433	2026-01-27 15:07	856040302	79	https://bbs.nga.cn/read.php?pid=856040302&opt=128	Reply[/pid] Post by letuswowing (2026-01-27 15:03): 狼大 看隔壁 开始做地产的估值修复(不是复苏) 了 你说短期超跌 股票有修复我信，房地产今年有修复我不信，至少今年我看不到迹象。
434	2026-01-27 15:10	856040648	116	https://bbs.nga.cn/read.php?pid=856040648&opt=128	Reply[/pid] Post by 大时代冲冲冲 (2026-01-27 15:08): BYD的下一站，白水。感觉整车、白水板块是GJD在本次左右手互倒的时候，被抛弃的那批。 前天买的，博弈一个反弹，结果直接放量跌破箱体底部了。 BYD不一样 但是我抛弃BYD换稀土的时候就说过了 他欧洲逻辑没问题 ，但是欧洲出了问题，那BYD就被套牢了。就和你炒股一样。
435	2026-01-27 15:14	856041161	255	https://bbs.nga.cn/read.php?pid=856041161&opt=128	Reply[/pid] Post by 斯布雷斯阴影之主 (2026-01-27 15:10): 房产税出来之前房价反转这种看都不要看一眼 房地产本质是一个家庭30年的长期债务 下一代人都没了，房子卖给鬼吗... 房子倒是能卖 但是四代房出来后，前面二手和新房跌价太大了 而且有价无市，毕竟没有对比就没有伤害 第二个问题是 地方债务太大，上面还限制卖地。银行对房地产这边的贷款也趋紧。这些才是房地产回暖不了的原因 毕竟万科债务没解决之前，谁也不能确认贷出去的是不是下一个万科
436	2026-01-27 15:14	856041289	89	https://bbs.nga.cn/read.php?pid=856041289&opt=128	Reply[/pid] Post by kallenffs (2026-01-27 15:12): 大哥，机器人还有戏吗？。。 你没见我最近一点都没提机器人么 最近没有板块级别的行情，这个方向我平躺。反正仓位不多。
437	2026-01-27 21:53	856084367	1648	https://bbs.nga.cn/read.php?pid=856084367&opt=128	趁晚上复盘后，根据最近的行情分享一下 怎么赚钱这个事 不管是一级市场实业 还是二级市场 ，其实赚钱核心逻辑都是 开源节流 在行情好的时候，多上仓位多挣钱，拉高盈利，增加利润垫 但是就比如最近这段调整时间，那应该怎么做呢，我拿最近的行情分析一下 时间截取1.14-1.27 共10个交易日，起始节点就是盘中的两融消息。其中上证最高4190，最低4080，振幅2.67%，区间非常小 然后按市场二级概念板块 涨幅第一是贵金属 49% 其他我就选几个熟知的 商业航天 -0.14% 科创
438	2026-01-27 22:05	856085283	35	https://bbs.nga.cn/read.php?pid=856085283&opt=128	Reply[/pid] Post by 霍华德李 (2026-01-27 22:00): 捕捉到狼大，今天晚上有个消息面，meta 投入 50E 美元光纤光缆的康宁，明天是不是 CFGX 和 HTGD 可以高看一眼。 应该有点刺激吧 有消息比没消息好
